invoice_id,customer_id,category,payment_method,status,issue_date,due_date,payment_date,amount_excl_gst,gst,amount_incl_gst,amount_paid
INV-2317,CUST235,Membership Income,EFT,Paid,24-Jan-2026,07/02/2026,2026/02/10,1300.0,130.0,1430.0,1430.0
INV-2318,CUST235,Events Income,EFT,Paid,9/3/2026,23-Mar-2026,03/14/2026,150.0,15.0,165.0,165.0
INV-2319,CUST235, Events Income,,Open,21/03/2026,04/04/2026,,108.4,10.84,119.24,0.0
INV-2320,CUST235,Major Sponsorship,BPAY,Paid,17/02/2026,03/03/2026,08/03/2026,7022.73,702.27,7725.0,7725.0
INV-2321,CUST235,Sponsorship & Advertising,Direct Debit,Paid,06/03/2026,20/03/2026,27/03/2026,395.0,39.5,434.5,434.5
INV-2322,CUST236,membership income,EFT,Paid,08/01/2026,22/01/2026,24/01/2026,1300.0,130.0,1430.0,1430.0
INV-2323,CUST236,Sponsorship & Advertising,BPAY,Paid,22/02/2026,08/03/2026,09/03/2026,1276.33,127.63,1403.96,1403.96
INV-2324,CUST236,Sponsorship & Advertising,EFT,Paid,18/01/2026,01/02/2026,17/02/2026,395.0,39.5,434.5,434.5
INV-2325,CUST236,Events Income,EFT,Paid,09/01/2026,23/01/2026,29/01/2026,150.0,13.5,165.0,165.0
INV-2326,CUST236,Event Sponsorship,EFT,Paid,12/02/2026,26/02/2026,26/02/2026,3160.0,316.0,3476.0,3476.0
INV-2327,CUST236,Major Sponsorship,,Open,24/03/2026,07/04/2026,,3850.0,385.0,4235.0,0.0
INV-2328,CUST236,Major Sponsorship,,Open,17/03/2026,31/03/2026,,3850.0,385.0,"$4,235.00",$0.00
INV-2329,CUST237,Membership Income,EFT,Paid,04/01/2026,18/01/2026,18/01/2026,395.0,39.5,434.5,434.5
INV-2330,CUST237,Sponsorship & Advertising,EFT,Paid,27/01/2026,10/02/2026,04/02/2026,1300.0,130.0,1430.0,1430.0
INV-2331,CUST237,Document Signing Revenue,BPAY,Paid,04/01/2026,18/01/2026,18/01/2026,31.82,3.18,35.0,35.0
INV-2332,CUST237,Sponsorship & Advertising,EFT,Paid,27-Feb-2026,13/3/2026,2026/03/09,1300.0,130.0,"$1,430.00","$1,430.00"
INV-2333,CUST237,Document Signing Revenue,Credit Card,Paid,04/02/2026,18/02/2026,13/02/2026,31.82,3.18,$35.00,$35.00
INV-2334,CUST237,Major Sponsorship,EFT,Paid,2026/02/13,02/27/2026,2/3/2026,3850.0,385.0,4235.0,4235.0
INV-2335,CUST237,Events Income,,Overdue,25/02/2026,2026/03/11,,387.62,38.76,426.38,0.0
INV-2336,CUST237,Major Sponsorship,EFT,Paid,08-Mar-2026,22/03/2026,15/03/2026,7022.73,702.27,7725.0,7725.0
INV-2337,CUST238,Membership Income,EFT,Paid,17/03/2026,31/03/2026,28/03/2026,1300.0,130.0,1430.0,1430.0
INV-2338,CUST238,Document Signing Revenue,,Open,18/03/2026,01/04/2026,,31.82,3.18,35.0,0.0
INV-2339,CUST238,Major Sponsorship,,Open,18/03/2026,01/04/2026,,3850.0,385.0,4235.0,0.0
INV-2340,CUST238,Document Signing Revenue,,Overdue,12/03/2026,26/03/2026,,39.0,3.9,42.9,0.0
INV-2341,CUST238,,EFT,Paid,15/03/2026,29/03/2026,29/03/2026,395.0,39.5,434.5,434.5
INV-2342,CUST239,Membership Income,EFT,Paid,13/02/2026,15/03/2026,15/03/2026,3850.0,385.0,4235.0,4235.0
INV-2343,CUST239,Event Sponsorship,,Open,03/03/2026,02/04/2026,,3160.0,316.0,3476.0,0.0
INV-2344,CUST239,Events Income,EFT,Paid,26/02/2026,2026/03/28,31/03/2026,387.62,38.76,426.38,426.38
INV-2345,CUST239,Major Sponsorship,EFT,Paid,10/01/2026,09/02/2026,09/02/2026,7022.73,702.27,7725.0,7725.0
INV-2346,CUST239,Sponsorship & Advertising,,Open,13/03/2026,12/04/2026,,395.0,39.5,434.5,0.0
INV-2347,CUST240,Membership Income ,EFT,Paid,05-Feb-2026,19-Feb-2026,19-Feb-2026,1300.0,130.0,1430.0,1430.0
INV-2348,CUST240,,,Overdue,22/02/2026,08/03/2026,,395.0,39.5,434.5,0.0
INV-2349,CUST240,Sponsorship & Advertising,BPAY,Paid,02/02/2026,16/02/2026,23/02/2026,395.0,39.5,434.5,434.5
INV-2350,CUST240,Events Income,,Overdue,16/03/2026,30/03/2026,,108.4,10.84,$119.24,$0.00
INV-2351,CUST240,Sponsorship & Advertising,EFT,Paid,21/1/2026,04/02/2026,07/02/2026,1276.33,127.63,1403.96,1403.96
INV-2352,CUST240,Event Sponsorship,EFT,Paid,14/01/2026,28/01/2026,28/01/2026,3995.0,399.5,4394.5,4394.5
INV-2353,CUST240,Document Signing Revenue,,Overdue,15/03/2026,29/03/2026,,39.0,3.9,42.9,0.0
INV-2354,CUST240,Sponsorship & Advertising,,Overdue,01/02/2026,15/02/2026,,1300.0,130.0,1430.0,0.0
INV-2355,CUST241,Membership Income,BPAY,Paid,23/01/2026,06/02/2026,09/02/2026,1300.0,130.0,1430.0,1430.0
INV-2356,CUST241,Events Income,EFT,Paid,03/03/2026,17/03/2026,20/03/2026,320.85,32.09,$352.94,$352.94
INV-2357,CUST241,Major Sponsorship,Direct Debit,Paid,17/01/2026,31/01/2026,02/02/2026,7022.73,702.27,"$7,725.00","$7,725.00"
INV-2358,CUST241,Events Income,,Open,28/03/2026,11/04/2026,,320.85,32.09,352.94,0.0
INV-2359,CUST242,Membership Income,EFT,Paid,13/03/2026,27/03/2026,25/03/2026,1300.0,130.0,1430.0,1430.0
INV-2360,CUST242,Sponsorship & Advertising,,Overdue,11/01/2026,25/01/2026,,395.0,39.5,434.5,0.0
INV-2361,CUST242,Events Income,,Overdue,23/01/2026,06/02/2026,,387.62,38.76,426.38,0.0
INV-2362,CUST242,Event Sponsorship,,Overdue,04/03/2026,2026/03/18,,3160.0,316.0,3476.0,0.0
INV-2363,CUST242,Major Sponsorship,,Overdue,16/03/2026,2026/03/30,,7022.73,702.27,7725.0,0.0
INV-2364,CUST242,Events Income,,Overdue,11/01/2026,25/01/2026,,108.4,10.84,119.24,0.0
INV-2365,CUST242,Major Sponsorship,,Overdue,28/02/2026,14/03/2026,,7022.73,702.27,7725.0,0.0
INV-2366,CUST242,Major Sponsorship,,Overdue,11/03/2026,25/03/2026,,3850.0,385.0,4235.0,0.0
INV-2367,CUST242,Event Sponsorship,,Open,26/03/2026,09/04/2026,,3995.0,399.5,4394.5,0.0
INV-2368,CUST243,Membership Income,EFT,Paid,24/02/2026,10/03/2026,04/03/2026,395.0,39.5,434.5,434.5
INV-2369,CUST243,Sponsorship & Advertising,,Overdue,23/02/2026,09/03/2026,,1300.0,130.0,1430.0,0.0
INV-2370,CUST243,Sponsorship & Advertising,,Overdue,15/03/2026,29/03/2026,,1300.0,130.0,1430.0,0.0
INV-2371,CUST243,Major Sponsorship,EFT,Paid,28/01/2026,11/02/2026,01/02/2026,7022.73,702.27,7725.0,7725.0
INV-2372,CUST243,Events Income,,Open,22/03/2026,05/04/2026,,108.4,10.84,119.24,0.0
INV-2373,CUST244,Membership Income,,Open,26/03/2026,25/04/2026,,2160.0,216.0,2376.0,0.0
INV-2374,CUST244,Event Sponsorship,,Overdue,21/01/2026,2026/02/20,,3995.0,399.5,4394.5,0.0
INV-2375,CUST244,Document Signing Revenue ,,,01/02/2026,03/03/2026,,32.09,3.21,35.3,0.0
INV-2376,CUST244,Major Sponsorship,,Overdue,27/02/2026,29/03/2026,,7022.73,702.27,7725.0,0.0
INV-2377,CUST244,Event Sponsorship,,,02/12/2026,14/03/2026,,3160.0,316.0,3476.0,0.0
INV-2378,CUST244,Sponsorship & Advertising,,Open,20/03/2026,19/04/2026,,1300.0,130.0,1430.0,0.0
INV-2379,CUST245,Membership Income,,Overdue,03/01/2026,17/01/2026,,1300.0,130.0,1430.0,0.0
INV-2380,CUST245,Events Income,EFT,Paid,17/02/2026,03/03/2026,22/03/2026,108.4,10.84,$119.24,$119.24
INV-2381,CUST245,Major Sponsorship ,,Overdue,01/03/2026,15/03/2026,,3850.0,385.0,4235.0,0.0
INV-2382,CUST246,Membership Income,EFT,Paid,09/03/2026,23/03/2026,12/03/2026,395.0,39.5,434.5,434.5
INV-2383,CUST246,Event Sponsorship,BPAY,Paid,08/03/2026,22/03/2026,14/03/2026,2000.0,180.0,2200.0,2200.0
INV-2384,CUST246,Event Sponsorship,EFT,Paid,2026/02/15,1/3/2026,2026/03/01,2000.0,200.0,2200.0,2200.0
INV-2385,CUST246,Major Sponsorship,eft,Paid,02/19/2026,2026/03/05,04-Mar-2026,7022.73,702.27,7725.0,7725.0
INV-2386,CUST246,Document Signing Revenue,EFT,Paid,01/02/2026,15/02/2026,12/02/2026,32.09,3.21,35.3,35.3
INV-2387,CUST246,events income,EFT,Paid,08/03/2026,22/03/2026,22/03/2026,100.0,11.0,110.0,110.0
INV-2388,CUST247,Membership Income,eft,Paid,02/02/2026,16/02/2026,22/02/2026,395.0,39.5,$434.50,$434.50
INV-2389,CUST247,Document Signing Revenue,,Open,30/03/2026,13/04/2026,,31.82,3.18,35.0,0.0
INV-2390,CUST247,Event Sponsorship,eft,Paid,4/3/2026,18/03/2026,31-Mar-2026,2000.0,200.0,2200.0,2200.0
INV-2391,CUST247,Events Income,EFT,Paid,17/02/2026,03/03/2026,07/03/2026,200.0,20.0,220.0,220.0
INV-2392,CUST248,Membership Income,EFT,Paid,13/02/2026,27/02/2026,28/02/2026,395.0,39.5,434.5,434.5
INV-2393,CUST248,Event Sponsorship,,Open,28-Mar-2026,11/04/2026,,3995.0,399.5,4394.5,0.0
INV-2394,CUST248,,,Open,03/22/2026,05/04/2026,,7022.73,702.27,"$7,725.00",$0.00
INV-2395,CUST248,Sponsorship & Advertising,credit card,Paid,23/01/2026,02/06/2026,02/15/2026,1300.0,130.0,1430.0,1430.0
INV-2396,CUST248,Sponsorship & Advertising ,credit card,Paid,2026/02/28,14-Mar-2026,10/03/2026,1276.33,127.63,1403.96,1403.96
INV-2397,CUST248,Events Income,BPAY,Paid,04/03/2026,18/03/2026,25/03/2026,387.62,38.76,426.38,426.38
INV-2398,CUST249,Membership Income,EFT,Paid,15/01/2026,29/01/2026,31/01/2026,1300.0,130.0,1430.0,1430.0
INV-2399,CUST249,Major Sponsorship,EFT,Paid,01/14/2026,28/1/2026,30/01/2026,3850.0,385.0,4235.0,4235.0
INV-2400,CUST249,SPONSORSHIP & ADVERTISING,DD,Paid,03/02/2026,17/02/2026,25/02/2026,395.0,39.5,$434.50,$434.50
INV-2401,CUST249,Event Sponsorship,,Open,2026/03/31,04/14/2026,,3995.0,399.5,4394.5,0.0
INV-2402,CUST249,Sponsorship & Advertising,,Open,30/03/2026,13/04/2026,,1276.33,127.63,1403.96,0.0
INV-2403,CUST249, Document Signing Revenue,EFT,Paid,18/01/2026,01/02/2026,03/02/2026,32.09,3.21,35.3,35.3
INV-2404,CUST250,Membership Income ,,Overdue,16/02/2026,18/3/2026,,2160.0,216.0,2376.0,0.0
INV-2405,CUST250,Sponsorship & Advertising,,Open,04/03/2026,03/04/2026,,1300.0,117.0,1430.0,0.0
INV-2406,CUST250,Events Income,EFT,Paid,30-Jan-2026,03/01/2026,29/03/2026,100.0,10.0,110.0,110.0
INV-2407,CUST250,Major Sponsorship,,Overdue,14/2/2026,16/3/2026,,7022.73,702.27,7725.0,0.0
INV-2408,CUST250,Document Signing Revenue,Direct Debit,Paid,07/02/2026,09/03/2026,10/03/2026,39.0,3.9,42.9,42.9
INV-2409,CUST251,Membership Income,,Open,24/03/2026,07/04/2026,,1300.0,130.0,1430.0,0.0
INV-2410,CUST251,Major Sponsorship,EFT,Paid,29/01/2026,12/2/2026,28/02/2026,7022.73,702.27,7725.0,7725.0
INV-2411,CUST251,Major Sponsorship,EFT,Paid,01/17/2026,31/01/2026,01/02/2026,3850.0,385.0,4235.0,4235.0
INV-2412,CUST251,Major Sponsorship,,Overdue,03/01/2026,17/01/2026,,3850.0,385.0,4235.0,0.0
INV-2413,CUST251,Event Sponsorship,,Open,17/03/2026,31/03/2026,,3995.0,399.5,4394.5,0.0
INV-2414,CUST251,Event Sponsorship,EFT,Paid,18/01/2026,01/02/2026,16/03/2026,3995.0,399.5,4394.5,4394.5
INV-2415,CUST251,Sponsorship & Advertising,eft,Paid,19/02/2026,05/03/2026,26/03/2026,1276.33,127.63,1403.96,1403.96
INV-2416,CUST252,Membership Income,Credit Card,Paid,31/01/2026,02/03/2026,05/03/2026,2160.0,216.0,2376.0,2376.0
INV-2417,CUST252,Events Income,Direct Debit,Paid,02/01/2026,01/02/2026,29/01/2026,108.4,10.84,119.24,119.24
INV-2418,CUST252,Event Sponsorship,Credit Card,Paid,27/01/2026,26/02/2026,1/3/2026,2000.0,200.0,2200.0,2200.0
INV-2419,CUST252,Event Sponsorship,Credit Card,Paid,9/2/2026,11/03/2026,2026/03/03,3160.0,316.0,3476.0,3476.0
INV-2420,CUST252,Document Signing Revenue,EFT,Paid,03/01/2026,02/02/2026,25/01/2026,32.09,3.21,35.3,35.3
INV-2421,CUST252,Major Sponsorship,EFT,Paid,11/02/2026,13/03/2026,10/03/2026,7022.73,702.27,7725.0,7725.0
INV-2422,CUST253,Membership Income,Credit Card,Paid,15/03/2026,29/03/2026,2026/03/28,1300.0,130.0,1430.0,1430.0
INV-2423,CUST253,Document Signing Revenue,,Overdue,2026/03/16,30/03/2026,,31.82,3.18,$35.00,$0.00
INV-2424,CUST253,Event Sponsorship,BPAY,Paid,29/01/2026,2026/02/12,11/02/2026,2000.0,200.0,2200.0,2200.0
INV-2425,CUST253,Document Signing Revenue,,Open,25/03/2026,08/04/2026,,39.0,3.9,42.9,0.0
INV-2426,CUST253,Event Sponsorship,EFT,Paid,24/02/2026,10/03/2026,10/03/2026,2000.0,200.0,2200.0,2200.0
INV-2427,CUST254,Membership Income,,Open,19/03/2026,18/04/2026,,2160.0,216.0,2376.0,0.0
INV-2428,CUST254,Major Sponsorship,EFT,Paid,07/01/2026,06/02/2026,05/02/2026,3850.0,385.0,4235.0,4235.0
INV-2429,CUST254,Major Sponsorship,,Open,22/03/2026,21/04/2026,,3850.0,385.0,4235.0,0.0
INV-2430,CUST254,Event Sponsorship,,Open,17/03/2026,16/04/2026,,2000.0,200.0,2200.0,0.0
INV-2431,CUST254,Event Sponsorship,,Open,02/03/2026,01/04/2026,,2000.0,200.0,2200.0,0.0
INV-2432,CUST254,Event Sponsorship,EFT,Paid,03/01/2026,02/02/2026,6/2/2026,3995.0,399.5,4394.5,4394.5
INV-2433,CUST254,Events Income,EFT,Paid,16/02/2026,18/03/2026,21/03/2026,387.62,38.76,$426.38,$426.38
INV-2434,CUST255,Membership Income,EFT,Paid,02/01/2026,16/01/2026,23/01/2026,1300.0,130.0,1430.0,1430.0
INV-2435,CUST255,Event Sponsorship,EFT,Paid,01/01/2026,15/01/2026,24/01/2026,3160.0,316.0,3476.0,3476.0
INV-2436,CUST255,Document Signing Revenue,BPAY,Paid,05-Jan-2026,19/01/2026,22/01/2026,108.4,10.84,119.24,119.24
INV-2437,CUST255,EVENTS INCOME,EFT,Paid,08/03/2026,22/03/2026,25/03/2026,200.0,20.0,220.0,220.0
INV-2438,CUST256,Membership Income,Credit Card,Paid,15/01/2026,14/02/2026,22/02/2026,3850.0,385.0,4235.0,4235.0
INV-2439,CUST256,Sponsorship & Advertising,,Open,13/03/2026,12/04/2026,,1300.0,130.0,1430.0,0.0
INV-2440,CUST256,Event Sponsorship,,Open,23/03/2026,22/04/2026,,3995.0,399.5,"$4,394.50",$0.00
INV-2441,CUST256,Document Signing Revenue,,,03/17/2026,16/4/2026,,31.82,3.18,35.0,0.0
INV-2442,CUST256,Document Signing Revenue,,,26/03/2026,25/04/2026,,39.0,3.9,42.9,0.0
INV-2443,CUST256,Major Sponsorship,eft,Paid,12/01/2026,11/02/2026,05/02/2026,3850.0,385.0,4235.0,4235.0
INV-2444,CUST257,Membership Income,EFT,Paid,15/01/2026,29/01/2026,26/02/2026,1300.0,130.0,"$1,430.00","$1,430.00"
INV-2445,CUST257,Sponsorship & Advertising,,Overdue,02/03/2026,16/03/2026,,395.0,39.5,434.5,0.0
INV-2446,CUST257,Events Income,eft,Paid,29/01/2026,12/02/2026,21/02/2026,100.0,10.0,110.0,110.0
INV-2447,CUST257,Event Sponsorship,,Overdue,30/01/2026,13/02/2026,,2000.0,200.0,2200.0,0.0
INV-2448,CUST257,Document Signing Revenue,Direct Debit,Paid,18/01/2026,01/02/2026,28/02/2026,39.0,3.9,42.9,42.9
INV-2449,CUST258,Membership Income,,Open,12/03/2026,11/04/2026,,2160.0,216.0,"$2,376.00",$0.00
INV-2450,CUST258,Document Signing Revenue,BPAY,Paid,15-Feb-2026,17/03/2026,03/18/2026,32.09,2.89,$35.30,$35.30
INV-2451,CUST258,Event Sponsorship,,,30/03/2026,29/04/2026,,3160.0,316.0,3476.0,0.0
INV-2452,CUST258,Document Signing Revenue,Credit Card,Paid,02/01/2026,1/2/2026,13/02/2026,31.82,3.18,35.0,35.0
INV-2453,CUST259,Membership Income,Credit Card,Paid,11/03/2026,25/03/2026,23/03/2026,395.0,35.55,434.5,434.5
INV-2454,CUST259,Sponsorship & Advertising,BPAY,Paid,17/02/2026,03/03/2026,02/03/2026,395.0,39.5,434.5,434.5
INV-2455,CUST259,Major Sponsorship,Direct Debit,Paid,02/03/2026,16/03/2026,12/03/2026,3850.0,385.0,4235.0,4235.0
INV-2456,CUST259, Sponsorship & Advertising,EFT,Paid,09-Feb-2026,2026/02/23,19/02/2026,395.0,35.55,434.5,434.5
INV-2457,CUST259,Event Sponsorship,Direct Debit,Paid,18/2/2026,04/03/2026,27/02/2026,3160.0,316.0,3476.0,3476.0
INV-2458,CUST259,Sponsorship & Advertising,,Open,30/03/2026,13/04/2026,,1276.33,127.63,1403.96,0.0
INV-2459,CUST259,Sponsorship & Advertising,Credit Card,Paid,21/02/2026,07/03/2026,07/03/2026,395.0,39.5,434.5,434.5
INV-2460,CUST259,Major Sponsorship,EFT,Paid,01/01/2026,15/01/2026,16/01/2026,7022.73,702.27,7725.0,7725.0
INV-2461,CUST260,,,,03/16/2026,15/4/2026,,2160.0,216.0,2376.0,0.0
INV-2462,CUST260,SPONSORSHIP & ADVERTISING,EFT,Paid,04/01/2026,03/02/2026,09/02/2026,1300.0,130.0,1430.0,1430.0
INV-2463,CUST260,Events Income,,Open,17/03/2026,16/04/2026,,200.0,20.0,220.0,0.0
INV-2464,CUST260,Sponsorship & Advertising,,Open,01/03/2026,31/03/2026,,395.0,39.5,434.5,0.0
INV-2465,CUST260,Document Signing Revenue,,Open,15/3/2026,14-Apr-2026,,108.4,10.84,119.24,0.0
INV-2466,CUST260,Events Income,,Overdue,08/02/2026,10/03/2026,,150.0,15.0,165.0,0.0
INV-2467,CUST261,Membership Income,Direct Debit,Paid,07/02/2026,2026/02/21,02/13/2026,1300.0,130.0,1430.0,1430.0
INV-2468,CUST261,Event Sponsorship,,Overdue,22/02/2026,08/03/2026,,2000.0,200.0,2200.0,0.0
INV-2469,CUST261,Sponsorship & Advertising,Direct Debit,Paid,29/01/2026,12/02/2026,13/02/2026,1300.0,130.0,1430.0,1430.0
INV-2470,CUST261,Events Income,Direct Debit,Paid,23/02/2026,09/03/2026,03/03/2026,100.0,10.0,110.0,110.0
INV-2471,CUST261,Major Sponsorship,EFT,Paid,08/02/2026,22/02/2026,22/02/2026,3850.0,385.0,4235.0,4235.0
INV-2472,CUST261,Major Sponsorship,,Open,25/03/2026,08/04/2026,,7022.73,702.27,7725.0,0.0
INV-2473,CUST261,Events Income,EFT,Paid,04/03/2026,18/03/2026,17/03/2026,150.0,15.0,165.0,165.0
INV-2474,CUST261,Event Sponsorship,EFT,Paid,16/02/2026,02/03/2026,25/02/2026,3160.0,316.0,"$3,476.00","$3,476.00"
INV-2475,CUST261,EVENTS INCOME,,Open,27/03/2026,10/04/2026,,100.0,10.0,110.0,0.0
INV-2476,CUST262,Membership Income,Credit Card,Paid,23-Jan-2026,22/02/2026,28/2/2026,2160.0,216.0,"$2,376.00","$2,376.00"
INV-2477,CUST262,Events Income,,Overdue,25/02/2026,27/03/2026,,150.0,15.0,165.0,0.0
INV-2478,CUST262,Events Income,,Open,31/03/2026,30/04/2026,,200.0,20.0,220.0,0.0
INV-2479,CUST262,Document Signing Revenue,,Overdue,11/01/2026,10/02/2026,,108.4,10.84,119.24,0.0
INV-2480,CUST262,Major Sponsorship ,,Open,06/03/2026,05/04/2026,,7022.73,702.27,7725.0,0.0
INV-2481,CUST262,Major Sponsorship ,BPAY,Paid,20/01/2026,19/02/2026,17/02/2026,3850.0,385.0,4235.0,4235.0
INV-2482,CUST262,,EFT,Paid,2026/02/14,16-Mar-2026,10/03/2026,3850.0,385.0,"$4,235.00","$4,235.00"
INV-2483,CUST263,Membership Income,,Overdue,16/02/2026,02/03/2026,,1300.0,130.0,"$1,430.00",$0.00
INV-2484,CUST263,Sponsorship & Advertising,,Open,22/3/2026,2026/04/05,,1300.0,130.0,1430.0,0.0
INV-2485,CUST263,Event Sponsorship,DD,Paid,14/01/2026,28/01/2026,25/02/2026,3160.0,316.0,"$3,476.00","$3,476.00"
INV-2486,CUST263,Event Sponsorship,Credit Card,Paid,01/03/2026,15/03/2026,26/03/2026,2000.0,200.0,"$2,200.00","$2,200.00"
INV-2487,CUST263,Document Signing Revenue,eft,Paid,11/02/2026,25/02/2026,29/03/2026,108.4,10.84,119.24,119.24
INV-2488,CUST263,Document Signing Revenue,,Overdue,07/03/2026,21/03/2026,,39.0,3.9,42.9,0.0
INV-2489,CUST263,Document Signing Revenue,,Overdue,05/03/2026,19/03/2026,,39.0,3.9,42.9,0.0
INV-2490,CUST264,MEMBERSHIP INCOME,BPAY,Paid,04/03/2026,2026/03/18,29/3/2026,395.0,39.5,$434.50,$434.50
INV-2491,CUST264,Events Income,,Open,22/03/2026,05/04/2026,,320.85,28.88,352.94,0.0
INV-2492,CUST264,Document Signing Revenue,,Overdue,04/02/2026,18/02/2026,,31.82,3.18,35.0,0.0
INV-2493,CUST265,MEMBERSHIP INCOME,Credit Card,Paid,18/01/2026,01/02/2026,04/02/2026,1300.0,130.0,1430.0,1430.0
INV-2494,CUST265,Document Signing Revenue,EFT,Paid,14/01/2026,01/28/2026,2026/01/28,31.82,3.18,35.0,35.0
INV-2495,CUST265,Major Sponsorship,EFT,Paid,05/01/2026,19/01/2026,21/01/2026,7022.73,702.27,7725.0,7725.0
INV-2496,CUST265,Document Signing Revenue,,Overdue,04/03/2026,18/03/2026,,32.09,3.21,35.3,0.0
INV-2497,CUST265,EVENT SPONSORSHIP,Credit Card,Paid,28/01/2026,11/02/2026,30/01/2026,2000.0,200.0,2200.0,2200.0
INV-2498,CUST265,Major Sponsorship,BPAY,Paid,09/02/2026,23/02/2026,2026/02/24,3850.0,385.0,4235.0,4235.0
INV-2499,CUST266,Membership Income,,Overdue,28/02/2026,2026/03/30,,2160.0,216.0,2376.0,0.0
INV-2500,CUST266,Sponsorship & Advertising,,Open,03/16/2026,2026/04/15,,1300.0,130.0,1430.0,0.0
INV-2501,CUST266,events income,EFT,Paid,04/02/2026,06/03/2026,06/03/2026,320.85,32.09,352.94,352.94
INV-2502,CUST266,Events Income,Credit Card,Paid,16/02/2026,18/03/2026,20/03/2026,150.0,15.0,165.0,165.0
INV-2503,CUST267,,,Open,8/3/2026,07/04/2026,,2160.0,216.0,2376.0,0.0
INV-2504,CUST267,sponsorship & advertising,Direct Debit,Paid,03/03/2026,02/04/2026,30/03/2026,395.0,39.5,434.5,434.5
INV-2505,CUST267,Major Sponsorship,,Open,11/03/2026,10/04/2026,,7022.73,702.27,7725.0,0.0
INV-2506,CUST267,Events Income,,Open,25/03/2026,24/04/2026,,100.0,10.0,110.0,0.0
INV-2507,CUST268,Membership Income ,,Overdue,20/02/2026,06/03/2026,,1300.0,130.0,1430.0,0.0
INV-2508,CUST268,Document Signing Revenue,,Overdue,23/01/2026,06/02/2026,,32.09,3.21,35.3,0.0
INV-2509,CUST268,Document Signing Revenue,,Open,28/03/2026,04/11/2026,,31.82,3.18,35.0,0.0
INV-2510,CUST268,Major Sponsorship,Credit Card,Paid,11/01/2026,25/01/2026,22/02/2026,3850.0,385.0,4235.0,4235.0
INV-2511,CUST268,Event Sponsorship,Direct Debit,Paid,03/02/2026,17/02/2026,21/03/2026,3160.0,316.0,3476.0,3476.0
INV-2512,CUST269,Membership Income,,Open,28/03/2026,11/04/2026,,1300.0,130.0,1430.0,0.0
INV-2513,CUST269,EVENT SPONSORSHIP,BPAY,Paid,11/01/2026,2026/01/25,27/01/2026,2000.0,200.0,2200.0,2200.0
INV-2514,CUST269,Event Sponsorship,Credit Card,Paid,24/02/2026,10/03/2026,17/03/2026,3995.0,399.5,4394.5,4394.5
INV-2515,CUST269,Document Signing Revenue,EFT,Paid,14/01/2026,28/01/2026,31/01/2026,32.09,3.21,35.3,35.3
INV-2516,CUST270,Membership Income,,Open,03/22/2026,5/4/2026,,1300.0,130.0,1430.0,0.0
INV-2517,CUST270,Event Sponsorship,BPAY,Paid,06/01/2026,20/01/2026,23/03/2026,2000.0,200.0,2200.0,2200.0
INV-2518,CUST270, Sponsorship & Advertising,,Overdue,02/18/2026,03/04/2026,,1276.33,127.63,1403.96,0.0
INV-2519,CUST270,Document Signing Revenue,BPAY,Paid,08/01/2026,22/01/2026,07/02/2026,108.4,10.84,119.24,119.24
INV-2520,CUST270,Sponsorship & Advertising,EFT,Paid,18/01/2026,01/02/2026,07/03/2026,395.0,39.5,434.5,434.5
INV-2521,CUST270,Event Sponsorship,Credit Card,Paid,18/01/2026,01/02/2026,10/03/2026,3995.0,399.5,4394.5,4394.5
INV-2522,CUST270,Sponsorship & Advertising,,Overdue,09/03/2026,23/03/2026,,1300.0,130.0,"$1,430.00",$0.00
INV-2523,CUST271,Membership Income,,Open,21/03/2026,04/04/2026,,1300.0,130.0,1430.0,0.0
INV-2524,CUST271,Events Income,Credit Card,Paid,22/01/2026,05/02/2026,08/03/2026,387.62,38.76,426.38,426.38
INV-2525,CUST271,Event Sponsorship,EFT,Paid,17/01/2026,31/01/2026,14/02/2026,2000.0,200.0,2200.0,2200.0
INV-2526,CUST272,Membership Income,Credit Card,Paid,7/2/2026,21/02/2026,2026/03/02,1300.0,130.0,1430.0,1430.0
INV-2527,CUST272,Event Sponsorship,,Overdue,16/01/2026,30/01/2026,,3995.0,399.5,4394.5,0.0
INV-2528,CUST272,Sponsorship & Advertising,,Overdue,20/01/2026,02/03/2026,,1276.33,127.63,1403.96,0.0
INV-2529,CUST272,Event Sponsorship,,Overdue,09/03/2026,23/03/2026,,3995.0,399.5,4394.5,0.0
INV-2530,CUST272,Sponsorship & Advertising,EFT,Paid,17/01/2026,31/01/2026,05/02/2026,1300.0,130.0,1430.0,1430.0
INV-2531,CUST272,Event Sponsorship,EFT,Paid,18/02/2026,04/03/2026,26/3/2026,3160.0,316.0,3476.0,3476.0
INV-2532,CUST272,Sponsorship & Advertising,,Overdue,01/03/2026,15/03/2026,,395.0,39.5,434.5,0.0
INV-2533,CUST272,Document Signing Revenue,Direct Debit,Paid,19-Feb-2026,05/03/2026,22/03/2026,108.4,10.84,119.24,119.24
INV-2534,CUST273,Membership Income,Direct Debit,Paid,01/02/2026,03/03/2026,02/03/2026,2160.0,216.0,"$2,376.00","$2,376.00"
INV-2535,CUST273,Document Signing Revenue,,Open,23/03/2026,22/04/2026,,32.09,3.21,35.3,0.0
INV-2536,CUST273,Document Signing Revenue,BPAY,Paid,05/01/2026,04/02/2026,04/02/2026,31.82,3.18,35.0,35.0
INV-2537,CUST273,Sponsorship & Advertising,,Open,19/03/2026,18/04/2026,,395.0,39.5,434.5,0.0
